bigram,neg_count,pos_count,pos_perc,neg_perc
able get,0,57,inf,0.0
absolute favorite,0,30,inf,0.0
absolutely delicious,-2,66,33.0,0.030303030303030304
absolutely love,0,91,inf,0.0
acai bowl,-1,131,131.0,0.007633587786259542
across street,-7,76,10.857142857142858,0.09210526315789473
actually taste,-4,84,21.0,0.047619047619047616
addition neighborhood,0,36,inf,0.0
adjust sugar,-1,64,64.0,0.015625
adjust sweetness,0,33,inf,0.0
ajisen ramen,-2,90,45.0,0.022222222222222223
almond milk,-11,116,10.545454545454545,0.09482758620689655
almost every,-7,41,5.857142857142857,0.17073170731707318
almost like,-3,22,7.333333333333333,0.13636363636363635
also add,0,30,inf,0.0
also delicious,0,42,inf,0.0
also get,-7,161,23.0,0.043478260869565216
also give,0,30,inf,0.0
also good,-2,104,52.0,0.019230769230769232
also great,0,70,inf,0.0
also like,-2,70,35.0,0.02857142857142857
also love,-1,91,91.0,0.01098901098901099
also make,-1,50,50.0,0.02
also nice,0,35,inf,0.0
also offer,-2,60,30.0,0.03333333333333333
also order,-5,100,20.0,0.05
also pretty,-1,45,45.0,0.022222222222222223
also really,-2,91,45.5,0.02197802197802198
also sell,-2,56,28.0,0.03571428571428571
also serve,-1,38,38.0,0.02631578947368421
also super,-1,45,45.0,0.022222222222222223
also taste,0,28,inf,0.0
also try,-3,142,47.333333333333336,0.02112676056338028
always come,-1,44,44.0,0.022727272727272728
always fresh,-2,52,26.0,0.038461538461538464
always friendly,-1,53,53.0,0.018867924528301886
always get,-15,164,10.933333333333334,0.09146341463414634
always good,-1,45,45.0,0.022222222222222223
always great,0,38,inf,0.0
always line,-2,24,12.0,0.08333333333333333
always make,-1,54,54.0,0.018518518518518517
always nice,0,25,inf,0.0
always order,-4,45,11.25,0.08888888888888889
amount ice,-3,66,22.0,0.045454545454545456
amount sugar,-8,49,6.125,0.16326530612244897
amount sweetness,0,88,inf,0.0
another one,-4,30,7.5,0.13333333333333333
another place,0,33,inf,0.0
answer question,-1,33,33.0,0.030303030303030304
anything else,-4,38,9.5,0.10526315789473684
anything special,-3,22,7.333333333333333,0.13636363636363635
anywhere else,-6,46,7.666666666666667,0.13043478260869565
area would,-3,30,10.0,0.1
around area,-4,60,15.0,0.06666666666666667
around chinatown,-3,37,12.333333333333334,0.08108108108108109
around corner,-6,43,7.166666666666667,0.13953488372093023
asian snack,-1,46,46.0,0.021739130434782608
ask less,-6,60,10.0,0.1
ask sugar,-3,29,9.666666666666666,0.10344827586206896
ask want,-9,27,3.0,0.3333333333333333
authentic taiwanese,0,53,inf,0.0
awesome place,0,27,inf,0.0
açaí bowl,-1,67,67.0,0.014925373134328358
back area,0,37,inf,0.0
back get,-7,58,8.285714285714286,0.1206896551724138
back home,-3,38,12.666666666666666,0.07894736842105263
back next,0,58,inf,0.0
back place,-3,27,9.0,0.1111111111111111
back soon,0,63,inf,0.0
back sure,-4,24,6.0,0.16666666666666666
back time,-1,26,26.0,0.038461538461538464
back try,-9,392,43.55555555555556,0.02295918367346939
bad experience,-4,23,5.75,0.17391304347826086
bad thing,-3,30,10.0,0.1
ball drink,-1,31,31.0,0.03225806451612903
banh sandwich,-2,71,35.5,0.028169014084507043
barely taste,-4,21,5.25,0.19047619047619047
bay ridge,-3,64,21.333333333333332,0.046875
bear house,-1,46,46.0,0.021739130434782608
beef noodle,-2,123,61.5,0.016260162601626018
beef pho,-4,31,7.75,0.12903225806451613
behind counter,-14,117,8.357142857142858,0.11965811965811966
bento box,-12,195,16.25,0.06153846153846154
best brown,0,29,inf,0.0
best ever,-4,153,38.25,0.026143790849673203
best milk,-1,42,42.0,0.023809523809523808
best nyc,-1,45,45.0,0.022222222222222223
best part,-2,57,28.5,0.03508771929824561
best place,-1,129,129.0,0.007751937984496124
best seller,0,27,inf,0.0
best shop,0,27,inf,0.0
best spot,0,25,inf,0.0
best thing,-1,28,28.0,0.03571428571428571
bian dang,0,47,inf,0.0
biao sugar,-3,32,10.666666666666666,0.09375
big fan,-4,101,25.25,0.039603960396039604
bit expensive,-1,37,37.0,0.02702702702702703
bit hard,-2,27,13.5,0.07407407407407407
bit high,-1,30,30.0,0.03333333333333333
bit pricey,-1,56,56.0,0.017857142857142856
bit small,-1,47,47.0,0.02127659574468085
bit sweet,-4,99,24.75,0.04040404040404041
black flavor,-1,35,35.0,0.02857142857142857
black ice,-2,41,20.5,0.04878048780487805
black latte,-4,45,11.25,0.08888888888888889
black milk,-22,234,10.636363636363637,0.09401709401709402
black oolong,-2,67,33.5,0.029850746268656716
black sesame,0,102,inf,0.0
black soft,-1,110,110.0,0.00909090909090909
black sugar,-3,73,24.333333333333332,0.0410958904109589
block away,-14,54,3.857142857142857,0.25925925925925924
blow away,-1,35,35.0,0.02857142857142857
board game,-4,115,28.75,0.034782608695652174
boil egg,-2,33,16.5,0.06060606060606061
bottom cup,-1,25,25.0,0.04
boyfriend get,-2,38,19.0,0.05263157894736842
braise beef,0,30,inf,0.0
braised beef,0,30,inf,0.0
bring back,-1,67,67.0,0.014925373134328358
bring cash,0,30,inf,0.0
brown sugar,-77,1543,20.038961038961038,0.049902786779001944
buy drink,-4,33,8.25,0.12121212121212122
buy get,0,38,inf,0.0
buy one,-4,65,16.25,0.06153846153846154
caramel oolong,-1,30,30.0,0.03333333333333333
card get,0,34,inf,0.0
card minimum,-5,53,10.6,0.09433962264150944
carrot daikon,-3,22,7.333333333333333,0.13636363636363635
chance try,-1,41,41.0,0.024390243902439025
check place,-3,73,24.333333333333332,0.0410958904109589
check yelp,-1,39,39.0,0.02564102564102564
cheese foam,-2,54,27.0,0.037037037037037035
chewy soft,0,27,inf,0.0
chewy sweet,-1,49,49.0,0.02040816326530612
chewy texture,-1,42,42.0,0.023809523809523808
chicken bento,-3,29,9.666666666666666,0.10344827586206896
chicken bowl,0,34,inf,0.0
chicken good,0,24,inf,0.0
chicken leg,-4,84,21.0,0.047619047619047616
chicken pork,-1,34,34.0,0.029411764705882353
chicken rice,-4,100,25.0,0.04
chicken sandwich,-7,152,21.714285714285715,0.046052631578947366
chili oil,-2,43,21.5,0.046511627906976744
china town,-6,42,7.0,0.14285714285714285
chinatown location,-1,34,34.0,0.029411764705882353
choose sugar,-1,24,24.0,0.041666666666666664
classic banh,-2,35,17.5,0.05714285714285714
classic milk,-2,46,23.0,0.043478260869565216
classic sandwich,-3,43,14.333333333333334,0.06976744186046512
closing time,-5,21,4.2,0.23809523809523808
coconut jelly,-5,37,7.4,0.13513513513513514
coconut milk,-5,100,20.0,0.05
coffee drink,-1,32,32.0,0.03125
coffee good,-3,27,9.0,0.1111111111111111
coffee ice,0,35,inf,0.0
coffee milk,-2,61,30.5,0.03278688524590164
coffee shop,-2,100,50.0,0.02
cold brew,-3,41,13.666666666666666,0.07317073170731707
cold day,0,41,inf,0.0
cold drink,-5,53,10.6,0.09433962264150944
come across,-2,47,23.5,0.0425531914893617
come around,-3,31,10.333333333333334,0.0967741935483871
come back,-49,1048,21.387755102040817,0.046755725190839696
come drink,0,28,inf,0.0
come friend,-3,51,17.0,0.058823529411764705
come get,-6,56,9.333333333333334,0.10714285714285714
come often,-1,31,31.0,0.03225806451612903
come one,-4,40,10.0,0.1
come place,-6,44,7.333333333333333,0.13636363636363635
come time,-3,36,12.0,0.08333333333333333
come try,-3,60,20.0,0.05
compare place,-3,51,17.0,0.058823529411764705
condense milk,-2,36,18.0,0.05555555555555555
condensed milk,-2,39,19.5,0.05128205128205128
conveniently locate,-1,24,24.0,0.041666666666666664
cook perfection,0,25,inf,0.0
cook perfectly,0,42,inf,0.0
could eat,-5,21,4.2,0.23809523809523808
could even,-6,34,5.666666666666667,0.17647058823529413
could finish,-5,37,7.4,0.13513513513513514
could get,-9,74,8.222222222222221,0.12162162162162163
could good,0,33,inf,0.0
could make,-4,24,6.0,0.16666666666666666
could really,-1,27,27.0,0.037037037037037035
could taste,-7,55,7.857142857142857,0.12727272727272726
could tell,-5,34,6.8,0.14705882352941177
could use,-6,44,7.333333333333333,0.13636363636363635
couple time,-1,34,34.0,0.029411764705882353
crab meat,-5,43,8.6,0.11627906976744186
cream also,0,35,inf,0.0
cream delicious,-1,37,37.0,0.02702702702702703
cream flavor,-4,91,22.75,0.04395604395604396
cream get,-4,36,9.0,0.1111111111111111
cream good,-2,56,28.0,0.03571428571428571
cream melt,0,36,inf,0.0
cream mousse,-9,124,13.777777777777779,0.07258064516129033
cream place,-1,53,53.0,0.018867924528301886
cream really,-4,47,11.75,0.0851063829787234
cream shop,0,31,inf,0.0
cream taste,-2,34,17.0,0.058823529411764705
cream top,-2,69,34.5,0.028985507246376812
cream would,0,26,inf,0.0
creamy sweet,-4,30,7.5,0.13333333333333333
credit card,-7,163,23.285714285714285,0.04294478527607362
crispy chicken,-3,122,40.666666666666664,0.02459016393442623
crispy outside,0,26,inf,0.0
cup ice,-9,28,3.111111111111111,0.32142857142857145
customer service,-66,342,5.181818181818182,0.19298245614035087
customize drink,-1,34,34.0,0.029411764705882353
customize sugar,-1,36,36.0,0.027777777777777776
cute decor,-1,34,34.0,0.029411764705882353
cute little,-2,128,64.0,0.015625
cute place,0,61,inf,0.0
cute shop,0,35,inf,0.0
cute small,0,25,inf,0.0
cute spot,0,36,inf,0.0
dairy free,0,28,inf,0.0
damn good,-4,28,7.0,0.14285714285714285
decent amount,0,39,inf,0.0
decent price,-1,26,26.0,0.038461538461538464
decide get,-2,54,27.0,0.037037037037037035
decide give,-10,58,5.8,0.1724137931034483
decide order,-3,34,11.333333333333334,0.08823529411764706
decide stop,-3,34,11.333333333333334,0.08823529411764706
decide try,-8,92,11.5,0.08695652173913043
def recommend,0,26,inf,0.0
definitely back,-2,250,125.0,0.008
definitely best,-1,31,31.0,0.03225806451612903
definitely check,-1,25,25.0,0.04
definitely come,0,331,inf,0.0
definitely get,0,65,inf,0.0
definitely give,-1,34,34.0,0.029411764705882353
definitely good,-1,61,61.0,0.01639344262295082
definitely hit,0,25,inf,0.0
definitely make,-1,27,27.0,0.037037037037037035
definitely one,0,60,inf,0.0
definitely order,0,36,inf,0.0
definitely place,0,27,inf,0.0
definitely recommend,0,216,inf,0.0
definitely return,0,48,inf,0.0
definitely stop,-1,34,34.0,0.029411764705882353
definitely taste,0,49,inf,0.0
definitely try,0,76,inf,0.0
definitely want,0,33,inf,0.0
definitely worth,-2,148,74.0,0.013513513513513514
definitely would,-2,32,16.0,0.0625
delicious also,-1,45,45.0,0.022222222222222223
delicious definitely,-1,41,41.0,0.024390243902439025
delicious drink,0,43,inf,0.0
delicious food,-1,38,38.0,0.02631578947368421
delicious get,-2,29,14.5,0.06896551724137931
delicious great,0,30,inf,0.0
delicious ice,0,29,inf,0.0
delicious love,0,30,inf,0.0
delicious really,0,26,inf,0.0
delicious sweet,0,38,inf,0.0
delicious well,0,39,inf,0.0
delicious would,0,44,inf,0.0
deluxe ramen,-2,30,15.0,0.06666666666666667
dessert place,-2,35,17.5,0.05714285714285714
dessert spot,0,30,inf,0.0
devil egg,-4,93,23.25,0.043010752688172046
different drink,-2,39,19.5,0.05128205128205128
different flavor,-7,83,11.857142857142858,0.08433734939759036
different kind,0,31,inf,0.0
different option,0,26,inf,0.0
different place,-2,29,14.5,0.06896551724137931
different type,0,34,inf,0.0
dim sum,-3,31,10.333333333333334,0.0967741935483871
drink also,-5,108,21.6,0.046296296296296294
drink always,-1,41,41.0,0.024390243902439025
drink ask,-7,20,2.857142857142857,0.35
drink brown,0,47,inf,0.0
drink come,-11,111,10.090909090909092,0.0990990990990991
drink could,-1,25,25.0,0.04
drink definitely,-1,47,47.0,0.02127659574468085
drink delicious,0,63,inf,0.0
drink drink,-6,70,11.666666666666666,0.08571428571428572
drink even,-2,32,16.0,0.0625
drink first,-2,26,13.0,0.07692307692307693
drink food,-2,34,17.0,0.058823529411764705
drink friend,-1,29,29.0,0.034482758620689655
drink get,-8,174,21.75,0.04597701149425287
drink give,-7,35,5.0,0.2
drink good,-12,127,10.583333333333334,0.09448818897637795
drink great,-3,57,19.0,0.05263157894736842
drink hot,0,34,inf,0.0
drink ice,-3,31,10.333333333333334,0.0967741935483871
drink like,-4,87,21.75,0.04597701149425287
drink little,-2,28,14.0,0.07142857142857142
drink look,-3,27,9.0,0.1111111111111111
drink lot,-1,26,26.0,0.038461538461538464
drink love,0,33,inf,0.0
drink make,-10,120,12.0,0.08333333333333333
drink menu,-1,58,58.0,0.017241379310344827
drink milk,-8,65,8.125,0.12307692307692308
drink much,-2,35,17.5,0.05714285714285714
drink one,-4,40,10.0,0.1
drink option,0,34,inf,0.0
drink order,-12,97,8.083333333333334,0.12371134020618557
drink overall,-2,24,12.0,0.08333333333333333
drink place,-4,46,11.5,0.08695652173913043
drink pretty,-1,70,70.0,0.014285714285714285
drink really,-3,90,30.0,0.03333333333333333
drink service,-3,25,8.333333333333334,0.12
drink since,-2,30,15.0,0.06666666666666667
drink soft,-3,31,10.333333333333334,0.0967741935483871
drink still,-1,40,40.0,0.025
drink super,0,43,inf,0.0
drink sweet,-7,106,15.142857142857142,0.0660377358490566
drink take,-4,40,10.0,0.1
drink taste,-20,106,5.3,0.18867924528301888
drink think,-2,48,24.0,0.041666666666666664
drink try,0,59,inf,0.0
drink well,-2,39,19.5,0.05128205128205128
drink without,-4,21,5.25,0.19047619047619047
drink would,-3,61,20.333333333333332,0.04918032786885246
earl gray,-5,34,6.8,0.14705882352941177
earl grey,-16,282,17.625,0.05673758865248227
east coast,-1,29,29.0,0.034482758620689655
east side,-2,28,14.0,0.07142857142857142
east village,-2,63,31.5,0.031746031746031744
eat ice,-1,49,49.0,0.02040816326530612
either way,-3,33,11.0,0.09090909090909091
end get,-14,383,27.357142857142858,0.03655352480417755
end order,-15,171,11.4,0.08771929824561403
enjoy drink,-5,59,11.8,0.0847457627118644
especially since,-4,35,8.75,0.11428571428571428
even ask,-7,23,3.2857142857142856,0.30434782608695654
even get,-8,39,4.875,0.20512820512820512
even good,-4,77,19.25,0.05194805194805195
even though,-10,213,21.3,0.046948356807511735
ever get,-12,105,8.75,0.11428571428571428
ever since,-2,49,24.5,0.04081632653061224
ever taste,-6,51,8.5,0.11764705882352941
ever try,-5,98,19.6,0.05102040816326531
every bite,-1,32,32.0,0.03125
every day,-1,68,68.0,0.014705882352941176
every drink,-1,34,34.0,0.029411764705882353
every single,-3,56,18.666666666666668,0.05357142857142857
every time,-17,197,11.588235294117647,0.08629441624365482
every week,-2,44,22.0,0.045454545454545456
everything else,-5,38,7.6,0.13157894736842105
everything fresh,-2,38,19.0,0.05263157894736842
everything make,-1,24,24.0,0.041666666666666664
everything menu,-1,30,30.0,0.03333333333333333
everything taste,-1,30,30.0,0.03333333333333333
exactly like,0,25,inf,0.0
excite try,-5,39,7.8,0.1282051282051282
expect much,-5,21,4.2,0.23809523809523808
extra spicy,-1,27,27.0,0.037037037037037035
extremely friendly,0,27,inf,0.0
far best,-1,39,39.0,0.02564102564102564
far favorite,-1,24,24.0,0.041666666666666664
fast food,0,34,inf,0.0
fast friendly,-1,32,32.0,0.03125
fast service,-5,103,20.6,0.04854368932038835
favorite drink,-2,74,37.0,0.02702702702702703
favorite milk,-1,28,28.0,0.03571428571428571
favorite part,-1,28,28.0,0.03571428571428571
favorite place,-4,232,58.0,0.017241379310344827
favorite shop,0,46,inf,0.0
favorite spot,-3,107,35.666666666666664,0.028037383177570093
favorite thing,-1,25,25.0,0.04
feel like,-9,204,22.666666666666668,0.04411764705882353
felt like,-13,116,8.923076923076923,0.11206896551724138
finally get,-8,66,8.25,0.12121212121212122
finally open,0,29,inf,0.0
finally try,-3,22,7.333333333333333,0.13636363636363635
find good,-5,44,8.8,0.11363636363636363
find place,-3,129,43.0,0.023255813953488372
finish drink,-6,40,6.666666666666667,0.15
first love,0,53,inf,0.0
first open,-4,24,6.0,0.16666666666666666
first place,-4,30,7.5,0.13333333333333333
first sip,-2,47,23.5,0.0425531914893617
first thing,-1,26,26.0,0.038461538461538464
first time,-46,454,9.869565217391305,0.1013215859030837
first try,-1,24,24.0,0.041666666666666664
first visit,-2,33,16.5,0.06060606060606061
fish cone,0,32,inf,0.0
five star,-2,39,19.5,0.05128205128205128
flavor also,-4,74,18.5,0.05405405405405406
flavor choose,-3,44,14.666666666666666,0.06818181818181818
flavor could,-2,25,12.5,0.08
flavor definitely,0,36,inf,0.0
flavor delicious,0,27,inf,0.0
flavor drink,-1,41,41.0,0.024390243902439025
flavor get,-2,53,26.5,0.03773584905660377
flavor good,-2,62,31.0,0.03225806451612903
flavor great,0,42,inf,0.0
flavor ice,-2,68,34.0,0.029411764705882353
flavor like,0,74,inf,0.0
flavor love,0,29,inf,0.0
flavor milk,0,40,inf,0.0
flavor one,-1,31,31.0,0.03225806451612903
flavor really,-1,67,67.0,0.014925373134328358
flavor soft,-1,66,66.0,0.015151515151515152
flavor strong,-2,64,32.0,0.03125
flavor sweet,0,52,inf,0.0
flavor taste,-7,41,5.857142857142857,0.17073170731707318
flavor texture,0,31,inf,0.0
flavor try,-1,26,26.0,0.038461538461538464
flavor would,-1,42,42.0,0.023809523809523808
flushing location,0,31,inf,0.0
food come,-5,34,6.8,0.14705882352941177
food delicious,-1,30,30.0,0.03333333333333333
food drink,-1,72,72.0,0.013888888888888888
food get,-4,37,9.25,0.10810810810810811
food good,-8,80,10.0,0.1
food great,-2,62,31.0,0.03225806451612903
food order,-3,26,8.666666666666666,0.11538461538461539
food really,-4,25,6.25,0.16
food truck,0,74,inf,0.0
forward come,0,26,inf,0.0
forward try,-1,33,33.0,0.030303030303030304
free drink,-1,75,75.0,0.013333333333333334
free milk,0,47,inf,0.0
free upgrade,-1,60,60.0,0.016666666666666666
free wifi,0,52,inf,0.0
fresh delicious,-1,63,63.0,0.015873015873015872
fresh fruit,0,72,inf,0.0
fresh ingredient,-1,57,57.0,0.017543859649122806
fresh make,-1,42,42.0,0.023809523809523808
fresh milk,-1,66,66.0,0.015151515151515152
fresh taro,-1,55,55.0,0.01818181818181818
fresh tasty,0,29,inf,0.0
freshly brew,0,33,inf,0.0
freshly make,-2,72,36.0,0.027777777777777776
friday night,-3,23,7.666666666666667,0.13043478260869565
fried chicken,-7,148,21.142857142857142,0.0472972972972973
fried pork,0,36,inf,0.0
fried rice,-1,29,29.0,0.034482758620689655
friend come,-2,38,19.0,0.05263157894736842
friend get,-8,202,25.25,0.039603960396039604
friend love,-2,43,21.5,0.046511627906976744
friend order,-9,113,12.555555555555555,0.07964601769911504
friend try,0,49,inf,0.0
friendly helpful,0,60,inf,0.0
friendly quick,-1,28,28.0,0.03571428571428571
friendly service,-3,100,33.333333333333336,0.03
friendly staff,-2,175,87.5,0.011428571428571429
fruit drink,-3,59,19.666666666666668,0.05084745762711865
fruit flavor,-3,45,15.0,0.06666666666666667
fruit green,-5,158,31.6,0.03164556962025317
fry chicken,-6,109,18.166666666666668,0.05504587155963303
full flavor,-1,37,37.0,0.02702702702702703
generous amount,-1,29,29.0,0.034482758620689655
generous portion,0,44,inf,0.0
get another,-2,25,12.5,0.08
get back,-1,34,34.0,0.029411764705882353
get black,-11,79,7.181818181818182,0.13924050632911392
get brown,-8,129,16.125,0.06201550387596899
get chance,-1,45,45.0,0.022222222222222223
get classic,-4,42,10.5,0.09523809523809523
get crowd,-2,36,18.0,0.05555555555555555
get drink,-25,210,8.4,0.11904761904761904
get enough,-1,29,29.0,0.034482758620689655
get fix,-4,39,9.75,0.10256410256410256
get food,-6,32,5.333333333333333,0.1875
get free,0,142,inf,0.0
get get,-7,39,5.571428571428571,0.1794871794871795
get good,-7,68,9.714285714285714,0.10294117647058823
get green,-3,41,13.666666666666666,0.07317073170731707
get home,-6,23,3.8333333333333335,0.2608695652173913
get hot,-3,51,17.0,0.058823529411764705
get ice,-2,104,52.0,0.019230769230769232
get jasmine,-1,47,47.0,0.02127659574468085
get large,-1,89,89.0,0.011235955056179775
get less,-1,37,37.0,0.02702702702702703
get little,-4,30,7.5,0.13333333333333333
get lot,-1,28,28.0,0.03571428571428571
get lychee,-1,41,41.0,0.024390243902439025
get mango,-4,44,11.0,0.09090909090909091
get matcha,-2,64,32.0,0.03125
get milk,-10,101,10.1,0.09900990099009901
get one,-9,194,21.555555555555557,0.04639175257731959
get oolong,-5,77,15.4,0.06493506493506493
get order,-16,116,7.25,0.13793103448275862
get passion,-2,39,19.5,0.05128205128205128
get pay,-7,24,3.4285714285714284,0.2916666666666667
get place,-1,31,31.0,0.03225806451612903
get pork,0,45,inf,0.0
get pretty,-2,30,15.0,0.06666666666666667
get really,-1,37,37.0,0.02702702702702703
get regular,-5,61,12.2,0.08196721311475409
get right,-6,31,5.166666666666667,0.1935483870967742
get roll,-4,31,7.75,0.12903225806451613
get say,-1,25,25.0,0.04
get seat,0,35,inf,0.0
get sick,-10,21,2.1,0.47619047619047616
get signature,-1,27,27.0,0.037037037037037035
get small,-3,55,18.333333333333332,0.05454545454545454
get soft,-2,40,20.0,0.05
get something,-3,49,16.333333333333332,0.061224489795918366
get spicy,-2,45,22.5,0.044444444444444446
get star,-3,31,10.333333333333334,0.0967741935483871
get strawberry,-2,46,23.0,0.043478260869565216
get sugar,-4,73,18.25,0.0547945205479452
get swirl,-1,31,31.0,0.03225806451612903
get taro,-5,88,17.6,0.056818181818181816
get thai,-5,48,9.6,0.10416666666666667
get try,-2,83,41.5,0.024096385542168676
get two,-6,39,6.5,0.15384615384615385
get wrong,-5,27,5.4,0.18518518518518517
girl work,-5,33,6.6,0.15151515151515152
give another,-9,39,4.333333333333333,0.23076923076923078
give drink,-5,29,5.8,0.1724137931034483
give free,-1,33,33.0,0.030303030303030304
give good,0,29,inf,0.0
give lot,-2,26,13.0,0.07692307692307693
give place,-12,114,9.5,0.10526315789473684
give sample,-1,35,35.0,0.02857142857142857
give shot,-2,36,18.0,0.05555555555555555
give star,-13,82,6.3076923076923075,0.15853658536585366
give try,-9,140,15.555555555555555,0.06428571428571428
glad find,-1,28,28.0,0.03571428571428571
go place,-1,18,18.0,0.05555555555555555
go spot,0,0,,
golden oolong,-2,29,14.5,0.06896551724137931
gong cha,-29,235,8.10344827586207,0.12340425531914893
good also,-2,65,32.5,0.03076923076923077
good amount,-2,69,34.5,0.028985507246376812
good cheap,-2,23,11.5,0.08695652173913043
good chewy,0,29,inf,0.0
good coffee,-1,38,38.0,0.02631578947368421
good come,-3,40,13.333333333333334,0.075
good customer,-4,29,7.25,0.13793103448275862
good deal,-2,37,18.5,0.05405405405405406
good definitely,0,68,inf,0.0
good drink,-8,63,7.875,0.12698412698412698
good enough,-3,42,14.0,0.07142857142857142
good especially,-3,27,9.0,0.1111111111111111
good experience,0,39,inf,0.0
good flavor,-1,77,77.0,0.012987012987012988
good food,-2,57,28.5,0.03508771929824561
good friend,-1,32,32.0,0.03125
good get,-3,119,39.666666666666664,0.025210084033613446
good good,-1,64,64.0,0.015625
good great,-4,38,9.5,0.10526315789473684
good ice,-4,45,11.25,0.08888888888888889
good job,-3,23,7.666666666666667,0.13043478260869565
good know,0,26,inf,0.0
good like,-2,71,35.5,0.028169014084507043
good little,-1,28,28.0,0.03571428571428571
good love,0,55,inf,0.0
good make,-1,31,31.0,0.03225806451612903
good milk,-4,67,16.75,0.05970149253731343
good nice,0,28,inf,0.0
good nothing,-4,25,6.25,0.16
good one,-5,78,15.6,0.0641025641025641
good option,-3,38,12.666666666666666,0.07894736842105263
good order,-5,48,9.6,0.10416666666666667
good place,-10,210,21.0,0.047619047619047616
good portion,-1,28,28.0,0.03571428571428571
good price,-3,109,36.333333333333336,0.027522935779816515
good quality,-7,88,12.571428571428571,0.07954545454545454
good ramen,-3,26,8.666666666666666,0.11538461538461539
good really,0,30,inf,0.0
good review,-8,22,2.75,0.36363636363636365
good selection,-1,37,37.0,0.02702702702702703
good service,-6,87,14.5,0.06896551724137931
good soft,-3,28,9.333333333333334,0.10714285714285714
good spot,-2,33,16.5,0.06060606060606061
good staff,0,27,inf,0.0
good stuff,-1,25,25.0,0.04
good sweet,-3,57,19.0,0.05263157894736842
good tapioca,-1,30,30.0,0.03333333333333333
good taste,-3,66,22.0,0.045454545454545456
good texture,0,31,inf,0.0
good thing,-4,70,17.5,0.05714285714285714
good think,-2,46,23.0,0.043478260869565216
good though,-4,65,16.25,0.06153846153846154
good time,-1,27,27.0,0.037037037037037035
good try,-2,38,19.0,0.05263157894736842
good variety,-1,30,30.0,0.03333333333333333
good way,-3,29,9.666666666666666,0.10344827586206896
good well,0,70,inf,0.0
good would,-2,73,36.5,0.0273972602739726
grab drink,-1,37,37.0,0.02702702702702703
grab quick,0,32,inf,0.0
grand opening,-1,60,60.0,0.016666666666666666
grapefruit green,-2,52,26.0,0.038461538461538464
grass jelly,-16,162,10.125,0.09876543209876543
great addition,0,40,inf,0.0
great customer,-1,48,48.0,0.020833333333333332
great deal,0,39,inf,0.0
great drink,-2,55,27.5,0.03636363636363636
great experience,-1,53,53.0,0.018867924528301886
great flavor,0,63,inf,0.0
great food,-2,47,23.5,0.0425531914893617
great get,0,44,inf,0.0
great little,0,45,inf,0.0
great option,0,35,inf,0.0
great place,-2,214,107.0,0.009345794392523364
great price,-2,64,32.0,0.03125
great quality,-2,32,16.0,0.0625
great selection,0,48,inf,0.0
great service,0,152,inf,0.0
great spot,0,90,inf,0.0
great taste,-2,44,22.0,0.045454545454545456
great texture,0,33,inf,0.0
great thing,0,28,inf,0.0
great value,0,25,inf,0.0
great variety,0,27,inf,0.0
great would,0,27,inf,0.0
green apple,-4,43,10.75,0.09302325581395349
green black,0,28,inf,0.0
green flavor,-1,29,29.0,0.034482758620689655
green ice,-1,45,45.0,0.022222222222222223
green latte,-3,38,12.666666666666666,0.07894736842105263
green milk,-8,133,16.625,0.06015037593984962
grey ice,-4,43,10.75,0.09302325581395349
grey milk,-6,61,10.166666666666666,0.09836065573770492
grill chicken,-1,38,38.0,0.02631578947368421
grill pork,-4,44,11.0,0.09090909090909091
grilled chicken,-8,57,7.125,0.14035087719298245
grilled pork,-8,91,11.375,0.08791208791208792
ground pork,-2,73,36.5,0.0273972602739726
guy make,-9,29,3.2222222222222223,0.3103448275862069
guy work,-1,30,30.0,0.03333333333333333
half egg,-1,30,30.0,0.03333333333333333
half half,-1,32,32.0,0.03125
half sugar,-4,55,13.75,0.07272727272727272
hand best,-2,36,18.0,0.05555555555555555
hand sanitizer,0,28,inf,0.0
hang friend,-1,28,28.0,0.03571428571428571
happy find,0,30,inf,0.0
hard find,-1,48,48.0,0.020833333333333332
hard time,-1,28,28.0,0.03571428571428571
herbal jelly,-18,83,4.611111111111111,0.21686746987951808
hibiscus flower,-2,28,14.0,0.07142857142857142
hidden gem,0,44,inf,0.0
high expectation,-5,32,6.4,0.15625
high price,-1,30,30.0,0.03333333333333333
high quality,-6,146,24.333333333333332,0.0410958904109589
high school,-5,52,10.4,0.09615384615384616
highly recommend,-4,531,132.75,0.007532956685499058
hit spot,-4,118,29.5,0.03389830508474576
hole wall,0,71,inf,0.0
homer simpson,-2,60,30.0,0.03333333333333333
honey green,-2,37,18.5,0.05405405405405406
honey osmanthus,0,32,inf,0.0
hong kong,-3,70,23.333333333333332,0.04285714285714286
hot cold,-4,74,18.5,0.05405405405405406
hot day,-5,96,19.2,0.052083333333333336
hot drink,-6,74,12.333333333333334,0.08108108108108109
hot summer,-3,79,26.333333333333332,0.0379746835443038
hot taro,-2,26,13.0,0.07692307692307693
house special,-1,65,65.0,0.015384615384615385
huge fan,-4,101,25.25,0.039603960396039604
ice coffee,-2,62,31.0,0.03225806451612903
ice cream,-108,2303,21.324074074074073,0.04689535388623534
ice drink,-12,105,8.75,0.11428571428571428
ice level,-3,116,38.666666666666664,0.02586206896551724
ice sugar,-8,100,12.5,0.08
iced coffee,-4,70,17.5,0.05714285714285714
